Z	Ez
-0.008639032040972161	1.6940658945086007e-21
-0.008539032040972162	2.560923532426136e-6
-0.00843903204097216	5.1218470648522704e-6
-0.008339032040972161	7.682770597278407e-6
-0.008239032040972162	0.000010243694129704541
-0.00813903204097216	0.000012804617662130677
-0.008039032040972161	0.000015365811965812064
-0.007939032040972162	0.000017928632478632752
-0.00783903204097216	0.000020491452991453444
-0.007739032040972161	0.000023054273504274133
-0.007639032040972161	0.00002561709401709482
-0.007539032040972161	0.000028179914529915514
-0.007439032040972161	0.00003074218527586515
-0.007339032040972161	0.000033303108808291285
-0.007239032040972161	0.00003586403234071741
-0.0071390320409721614	0.000038424955873143554
-0.007039032040972161	0.00004098587940556969
-0.006939032040972161	0.00004354680293799582
-0.006839032040972161	0.00004610854700854806
-0.006739032040972161	0.00004867136752136826
-0.006639032040972161	0.000051234188034188464
-0.006539032040972161	0.000053797008547008675
-0.0064390320409721605	0.00005635982905982887
-0.006339032040972161	0.00005892264957264907
-0.006239032040972161	0.00006158332858850943
-0.0061390320409721606	0.00006431498035643089
-0.006039032040972161	0.00006704663212435237
-0.005939032040972161	0.00006977828389227383
-0.005839032040972161	0.0000725099356601953
-0.005739032040972161	0.00007524158742811678
-0.005639032040972161	0.00007797470085470173
-0.005539032040972161	0.00008070837606837688
-0.005439032040972161	0.00008344205128205201
-0.005339032040972161	0.00008617572649572715
-0.005239032040972161	0.0000889094017094023
-0.005139032040972161	0.00009164307692307744
-0.00503903204097216	0.00009437499288276543
-0.004939032040972161	0.00009710664465068663
-0.0048390320409721615	0.00009983829641860784
-0.00473903204097216	0.00010256994818652906
-0.004639032040972161	0.00010530159995445027
-0.004539032040972161	0.00010803743589743656
-0.0044390320409721604	0.0001111128205128214
-0.004339032040972161	0.00011418820512820621
-0.004239032040972161	0.00011726358974359104
-0.0041390320409721605	0.00012033897435897588
-0.004039032040972161	0.0001234143589743607
-0.003939032040972161	0.00012648938108523786
-0.0038390320409721606	0.00012956248932414894
-0.003739032040972161	0.00013263559756306
-0.003639032040972161	0.00013570870580197108
-0.0035390320409721607	0.00013878181404088216
-0.0034390320409721604	0.00014185492227979324
-0.003339032040972161	0.00014492803051870438
-0.0032390320409721608	0.00014800113875761576
-0.0031390320409721605	0.0001510742469965271
-0.003039032040972161	0.00015414735523543846
-0.002939032040972161	0.00015722046347434984
-0.0028390320409721606	0.0001602935717132612
-0.002739032040972161	0.00016351965811965848
-0.002639032040972161	0.00016693675213675242
-0.0025390320409721607	0.00017035384615384636
-0.0024390320409721604	0.0001737709401709403
-0.002339032040972161	0.0001771880341880342
-0.0022390320409721607	0.00018060512820512815
-0.0021390320409721605	0.00018402072538860096
-0.002039032040972161	0.00018743529009850244
