Z	Ez
-0.010516245837490112	1.6940658945086007e-21
-0.010416245837490113	0.000010243694129704541
-0.010316245837490112	0.000020491452991453444
-0.010216245837490113	0.00003074218527586515
-0.010116245837490113	0.00004098587940556969
-0.010016245837490112	0.000051234188034188464
-0.009916245837490113	0.00006158332858850943
-0.009816245837490113	0.0000725099356601953
-0.009716245837490112	0.00008344205128205201
-0.009616245837490113	0.00009437499288276543
-0.009516245837490112	0.00010530159995445027
-0.009416245837490112	0.00011726358974359104
-0.009316245837490113	0.00012956248932414894
-0.009216245837490112	0.00014185492227979324
-0.009116245837490112	0.00015414735523543846
-0.009016245837490113	0.00016693675213675242
-0.008916245837490112	0.00018060512820512815
-0.008816245837490112	0.0001942644195183055
-0.008716245837490113	0.00020851977207977254
-0.008616245837490112	0.0002235549857549872
-0.008516245837490112	0.0002392420998690445
-0.008416245837490111	0.0002556467236467253
-0.008316245837490112	0.0002727316517679224
-0.008216245837490112	0.00028980447531742995
-0.008116245837490113	0.0003080707692307704
-0.008016245837490112	0.0003272836075841265
-0.007916245837490113	0.0003470880829015553
-0.007816245837490111	0.00036823680911680977
-0.007716245837490112	0.0003902313955474579
-0.007616245837490113	0.00041276752263280794
-0.007516245837490112	0.0004367857996925359
-0.007416245837490112	0.0004617295726495737
-0.007316245837490113	0.00048769948717948997
-0.0072162458374901125	0.0005152846894038638
-0.007116245837490112	0.0005439708262108289
-0.007016245837490113	0.0005740412535612526
-0.006916245837490112	0.0006064643853555757
-0.006816245837490112	0.0006398062678062674
-0.006716245837490113	0.0006739772079772099
-0.006616245837490112	0.0007113367875647694
-0.006516245837490112	0.0007498871794871817
-0.006416245837490112	0.0007895703467516954
-0.006316245837490112	0.0008325938620964586
-0.006216245837490112	0.0008775106552706604
-0.006116245837490112	0.00092427284632466
-0.006016245837490112	0.0009741254910892221
-0.0059162458374901125	0.0010265242840061498
-0.005816245837490112	0.0010810174358974374
-0.005716245837490112	0.001138424615384621
-0.005616245837490113	0.0011991191709844631
-0.005516245837490112	0.0012623728774928853
-0.005416245837490112	0.0013293479202279264
-0.005316245837490112	0.001399948186528504
-0.005216245837490112	0.0014733211396011458
-0.005116245837490112	0.0015505474643874688
-0.005016245837490112	0.0016328809998291914
-0.0049162458374901125	0.0017185225641025686
-0.004816245837490112	0.0018080504273504296
-0.004716245837490112	0.0019043629220520442
-0.004616245837490113	0.0020043884302226303
-0.004516245837490112	0.002108191197403636
-0.004416245837490112	0.0022207991452991467
-0.004316245837490112	0.0023374212264419525
-0.004216245837490112	0.0024581829059829065
-0.004116245837490112	0.002588715897435895
-0.004016245837490112	0.002724849740932639
-0.0039162458374901125	0.0028662540740740715
-0.003816245837490112	0.0030172896296296377
-0.003716245837490112	0.0031764161589705768
-0.0036162458374901117	0.003341979373219388
-0.0035162458374901123	0.003516934586894596
-0.003416245837490112	0.0037018564596025833
-0.0033162458374901118	0.0038944738461538565
-0.0032162458374901124	0.0040981326495726535
-0.003116245837490112	0.004313826282525769
-0.003016245837490112	0.004538716790981046
-0.0029162458374901125	0.00477568758184821
-0.002816245837490112	0.005027255327635351
-0.002716245837490112	0.005289274611399001
-0.0026162458374901117	0.005563122701133103
-0.0025162458374901123	0.005858005128205134
-0.002416245837490113	0.006164520696919647
-0.0023162458374901117	0.006482724216524207
-0.0022162458374901123	0.006825800455840469
-0.0021162458374901112	0.007183323350224935
-0.002016245837490112	0.007554836986847381
-0.0019162458374901124	0.007951609406137934
-0.0018162458374901113	0.008368918632478664
-0.001716245837490112	0.00880340243694132
-0.0016162458374901125	0.00926368575983604
-0.0015162458374901114	0.009750747692307713
-0.001416245837490112	0.0102578238341969
-0.0013162458374901126	0.010792544667767474
-0.0012162458374901115	0.011360559259259308
-0.001116245837490112	0.011951691453624156
-0.0010162458374901127	0.012572459317884187
-0.0009162458374901115	0.013233744615384653
-0.0008162458374901121	0.013922587769743278
-0.0007162458374901128	0.014643743836474474
-0.0006162458374901116	0.015415246438746501
-0.0005162458374901122	0.016218944200876897
-0.0004162458374901111	0.01705551255480278
-0.0003162458374901117	0.0179546298575499
-0.0002162458374901123	0.0188903900814212
-0.00011624583749011118	0.019863347150259118
-0.000016245837490111784	0.020908203951488975
0.00008375416250988761	0.022000170484330547
0.00018375416250988874	0.023135405056083917
0.00028375416250988814	0.024346209702214985
0.00038375416250988753	0.02561817960113964
0.00048375416250988866	0.026940314240163958
0.0005837541625098881	0.028339602858281594
0.0006837541625098875	0.029822578461538508
0.0007837541625098886	0.031364704093833774
0.000883754162509888	0.03298457359221104
0.0009837541625098874	0.03470989136252364
0.0010837541625098885	0.03650399270655285
0.001183754162509888	0.038380660740740744
0.0012837541625098873	0.040382434663781795
0.0013837541625098884	0.04246751760683763
0.0014837541625098878	0.04464352307692314
0.001583754162509889	0.04696907863121345
0.0016837541625098883	0.04939162735042748
0.0017837541625098877	0.051912144394465815
0.0018837541625098889	0.054604187211752205
0.0019837541625098883	0.05741160324786343
0.0020837541625098877	0.06032879217673529
0.0021837541625098888	0.06344014354039759
0.002283754162509888	0.06669532615384637
0.0023837541625098876	0.07007460348459857
0.0024837541625098887	0.0736564818652853
0.002583754162509888	0.07741969059829072
0.0026837541625098875	0.0813232356658884
0.0027837541625098886	0.08542890827307403
0.002883754162509888	0.08977248101121688
0.0029837541625098874	0.0942777111111114
0.0030837541625098885	0.09898646666666712
